"geo_id","geo_type","hu","pc_own","tot_pop","pc_un5","pc_un18","pc_ov64","pc_wht","pc_afrm","pc_asn","pc_othm","pc_hisp","hh","fam","pc_fmwc","pc_fhwc","acres","du_cty","du_cmps","prd_viol","foreclsr","asst_unts","avg_huval","sqft_val","avg_n_hval","sqft_n_val","avg_c_hval","sqft_c_val","yrblt_mdn","mdn_rent","qol_cfs","ofns_pers","ofns_prop","ofns_scty","crash","prmry_ems","prmry_fire","pc_nvterm","pc_nappr","pc_nprf35","pc_nhsg","pc_nclgg","pc_hmbl","pc_frlu","pc_lep_hh","cc_prvdrs","cc_cpcty","cc_enrlmt","medhhinc","pc_fmpv","pc_unem","gds_svcs","pc_n_trst","trst_trps","pc_no_vhcl","pc_alt_trn","avg_stcnd"
"550250004074","Census block group","307","78.1","797","5.6","22.1","15.1","61","8.7","3","6.5","20.8","302","195","30.8","3.3","81.1","309","0","8","-5","0","337647","208.17","323460","200.85","201650","215.36","-5","-5","12","2","8","23","6","90","32","-1","-1","78.4","23.6","77.2","6.9","74.2","0","7","181","86","100000","0","0","B","61.5","881","0","25.9","7.7"
"550250005043","Census block group","595","62.8","1307","6.3","21.4","9.7","80.4","1.8","7.4","3.3","7.1","579","302","27.5","1.9","252.7","595","0","2","-5","0","508839","209.42","450937","210.42","347789","270.95","-5","1710","8","2","13","3","18","51","31","-1","-1","37.1",".7","17.9","2.8","14.2","3.4","3","530","66","122946","0","2.4","None","69.9","493","0","10.3","8.1"
"550250005044","Census block group","537","70.7","1166","8.2","21.6","12.2","78.7","1.8","8.5","4.2","6.8","519","319","27.7","2.3","280","756","0","3","-5","0","500243","210.98","471717","224.89","319398","208.29","-5","1545","2","0","16","3","4","51","27","-1","-1","16.7","3.7","11.2","0","13","0","1","6","1","127695","0","2.8","None","100","0","0","5.7","7.8"
"550250005045","Census block group","709","58.9","1740","6.8","23","7.8","65.7","8.6","5.5","5.1","15.1","705","442","29.5","4.4","201.4","715","0","10","-5","0","412352","207.27","383450","218.9","241117","201.34","-5","1393","16","13","13","12","7","93","48","5.8","13","41","1.4","43.9","1","32.9","0","2","66","50","88140","24.8","1.1","None","36.2","388","10.8","4.3","7.1"
"550250005051","Census block group","607","67.4","1689","7.3","26.1","13.3","57.7","16.9","4.5","5","16","598","428","33.3","6.5","176.8","608","0","9","-5","26","378284","201.89","384596","188.06","246199","180.16","-5","1382","64","18","46","42","7","189","91","11.8","11.8","61.2","12.6","67.3","6.3","66","0","10","191","29","71969","8.6","5.2","B","54.8","881","0","21.5","7.4"
"550250005052","Census block group","989","57.2","2242","6","19.8","11.2","72.4","6.6","6.8","4.3","9.9","979","599","24.8","3.4","243.1","994","0","20","-5","2","444642","201.76","435882","188.72","320854","217.73","-5","1377","20","4","19","13","15","83","45","3.9","13.2","-1","0","26.3","0","13.2","0","12","255","186","94773","0","0","P,B,G","63.9","978","0","4.8","7.1"
"550250005061","Census block group","252","93.5","599","7.2","20.9","18.5","80.1","3.7","4.2","4.8","7.2","248","164","27","1.6","115.8","252","0","4","-5","1","352799","215.95","329118","207.16","-5","-5","-5","-5","10","4","10","13","4","60","24","-1","-1","25","3.3","30.8","0","29.5","-5","8","88","28","-5","-5","-5","B","69.8","881","-5","-5","7.9"
"550250006002","Census block group","514","4.8","1287","8.6","36.9","4.1","10.3","22.6","3.6","4.2","59.3","482","322","45.8","21.6","54.4","531","0","11","-5","107","356023","238.32","-5","-5","114350","149.43","-5","1037","81","40","45","156","10","140","74","13.9","29.6","91.1","24.9","92.2","7.7","87.7","47.3","9","248","29","55551","19","1.5","B,G","0","392","10.2","18.5","7.4"
"550250006003","Census block group","519","45.7","1169","8.1","26.4","8.8","48.2","20.9","2.1","4","24.8","501","266","29.9","12.8","205.9","587","0","29","-5","162","274580","228.4","269695","208.93","-5","-5","-5","1421","115","35","121","137","30","168","88","-1","-1","77.5","6.7","78.1","13.7","84.2","3.4","11","306","68","76250","17.8","0","P,B,G","23.3","894","1.6","18.6","6.3"
"550250007001","Census block group","318","98.4","851","6.9","26","21.3","88.1",".7","1.6","6.5","3.1","312","248","35.6",".6","112.4","320","0","2","-5","0","785909","316.49","809722","318.43","-5","-5","-5","-5","2","0","3","2","15","31","33","-1","-1","11.1","0","1.5","0","0","0","7","211","86","217260","0","2.7","None","33.4","785","0","33.2","6.4"
"550250007002","Census block group","611","62.1","1232","6.6","22.6","17.1","83.4","2.4","2.7","4.3","7.3","602","326","25.2","2.3","177.7","665","0","6","-5","0","523330","269.53","476623","250.27","213259","190.42","-5","1357","10","0","16","13","19","160","50","-1","-1","24.1","5","15","3.8","25.5","0","4","189","69","113854","0","0","P,B,G","49.5","392","0","24.1","6.1"
"550250011022","Census block group","1"," ","1421",".1",".4",".1","76.3",".8","12.2","5.3","5.5","0","0"," "," ","116.9","1","1214","0","-5","0","-5","-5","-5","-5","-5","-5","-5","-5","0","0","2","0","6","150","148","-1","-1","-1","-1","-1","-1","-1","-5","3","310","121","-5","-5","3.5","B","0","1747","-5","55.2","6.7"
"550250012001","Census block group","735","9.9","1126","3.6","13.1","14.8","52.3","17.5","15.1","3.5","11.5","708","150","8","4.2","84.9","828","0","4","-5","459","514736","309.38","375262","297.88","-5","-5","-5","-5","78","19","51","143","44","442","358","-1","-1","74.1","18.3","71.3","3.4","83.9",".2","3","92","9","19787","0","9.2","P,B","7.4","1870","51.1","54.8","6.7"
"550250012002","Census block group","603","29.9","1224","6.4","15.6","7.8","76.5","5.5","6.6","5.7","5.7","579","234","17.6","5.7","153","606","0","6","-5","82","513809","314.4","406776","308.48","349615","326.32","-5","1289","93","21","25","79","17","113","145","-1","-1","30.4","0","43.4","22.7","49","0","3","199","71","56286","25.6","2.1","P,B","1.8","1482","10.9","33.1","6.1"
"550250012003","Census block group","772","46.3","1886","3.7","13.4","13.4","83.4","1.6","4.6","5.8","4.6","736","353","18.3","1.2","117.8","815","4","8","-5","0","815293","349.39","550704","325.57","-5","-5","-5","1678","31","2","34","19","33","111","107","-1","-1","8","0","3.8","0","5.1","0","3","112","61","77500","0","3.2","P,B,G","5","1658","7.1","46.5","7.3"
"550250012004","Census block group","948","14.4","2198","3.3","7.5","3.3","83.7","1.7","6","4.6","4","922","216","10.4","2.3","103.3","1018","0","16","-5","10","496344","296.46","398951","274.09","285977","262.7","-5","1802","165","35","63","127","58","258","253","-1","-1","-1","15.8","36.8","6.7","36.8","0","6","236","106","78571","0","2.5","P,B","0","1720","3.8","27.3","7.1"
"550250013001","Census block group","936","54.1","1723","5.6","17.1","18.4","79.8","5.4","2","6.7","6","896","370","17.9","1.3","264.2","1066","0","17","-5","169","458727","299.16","388572","305.54","-5","-5","-5","897","76","14","66","91","44","311","218","-1","-1","29.7","0","10.2","7.6","23.3","1.5","5","232","161","125912","10.7","6.9","P,B,G","10.4","1180","12.5","31.3","6.1"
"550250013002","Census block group","529","18.6","672","2.8","9.8","7.4","81.4","1.6","5.4","6.3","5.4","419","122","10.3","1.4","101","817","0","1","-5","164","423118","253.59","377169","272.81","-5","-5","-5","1284","75","19","61","76","32","275","146","-1","-1","-1","0","31.6","0","21.1","6.1","2","86","40","87750","25","1.7","P,B,G","3.4","1260","1.8","29.5","6.6"
"550250014011","Census block group","1046","8.9","1851","5","18.2","7.1","37.2","24.7","10.2","5.1","22.9","1014","299","14.5","5.2","133.9","1044","0","6","-5","140","237692","187.07","225531","197.79","177250","145.05","-5","1044","158","40","74","155","30","277","198","4.6","29.2","86.3","23.6","83.4","14.9","91.5","6.4","6","248","95","48456","12.1",".5","P,B,G",".7","2122","8.3","23.2","7.3"
"550250014012","Census block group","519","10.8","1258","6.8","28.9","3.3","27.8","16.9","10.7","4.5","40.1","518","276","27.4","8.7","92.2","483","0","3","-5","65","262725","149.28","251267","199.1","121991","144.26","-5","1211","67","22","49","82","42","163","179","-1","-1","87.5","31.1","89.5","10.9","87.4","10.1","3","181","82","69725","0","0","B","13.3","2272","6","26.3","7.2"
"550250016051","Census block group","1008","14.5","1597","1.2","3.4","6","77.4","2.3","8.7","4.9","6.6","958","129","2.5",".6","31.7","921","0","5","-5","0","460900","179.41","400783","267.99","446731","345.29","-5","1315","32","9","41","43","33","183","146","-1","-1","-1","-1","-1","-1","-1",".4","2","12","9","45938","0","0","P,B,G","0","1651","31.1","56.5","6.8"
"550250016052","Census block group","1168","1.3","1727","1.4","3.8","3.6","74.6","3.7","9.8","5.9","6","1141","138","2.3",".7","55.6","1236","0","13","-5","95","517050","263.13","395293","263.35","372750","344.29","-5","1586","55","20","61","62","41","200","109","-1","-1","-1","-1","-1","-1","-1","2.7","2","12","9","58578","0","2.5","P,B,G","15.9","1651","35.6","58.4","6.4"
"550250016061","Census block group","1055","0","1619","3.3","6.6",".1","70.1","1.1","18.4","4.1","6.3","997","100","3.8","1.7","12.5","990","0","0","-5","0","-5","-5","509125","402.79","-5","-5","-5","1552","30","9","35","36","25","166","223","-1","-1","-1","-1","-1","-1","-1","6.7","0","0","0","18797","-5","1.1","P,B,G","0","1770","49.6","50.5","7.3"
"550250016062","Census block group","963","1","2110","2.2","5.2",".3","69.4","3.6","14.4","5.1","7.5","953","111","3.4",".7","38","1003","0","30","-5","0","-5","-5","429414","279.09","-5","-5","-5","1693","33","4","55","57","37","167","214","-1","-1","-1","-1","-1","-1","-1","4.3","2","12","9","30658","0","4","P,B,G","0","1651","34.5","47.5","7.9"
"550250016063","Census block group","17","0","2495",".1",".3",".1","80.1","2.4","6.9","5.5","5","2","1","50","0","12.4","0","1364","0","-5","0","-5","-5","-5","-5","-5","-5","-5","-5","4","0","3","4","25","182","187","-1","-1","-1","-1","-1","-1","-1","-5","0","0","0","-5","-5","10.1","P,B,G","0","2995","-5","76","6.9"
"550250016064","Census block group","40","0","1290",".5","2.2",".2","66.7","4.1","15.3","6","8","16","4","12.5","12.5","41.3","506","580","0","-5","0","-5","-5","-5","-5","-5","-5","-5","-5","3","1","12","9","28","234","186","-1","-1","-1","-1","-1","-1","-1","-5","3","92","9","-5","-5","7.7","P,B,G","0","1747","-5","94.6","6.6"
"550250017041","Census block group","672","22.5","1254","1.5","3.3","32.3","84.8","1.3","6.5","3.7","3.7","609","132","3.6","1.1","16.4","758","0","17","-5","0","517600","283.77","343400","250.57","398616","375.31","-5","2221","10","1","19","13","26","237","148","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","76923","0","0","B,G","0","1616","10.1","23.7","7.2"
"550250017042","Census block group","648","36.6","769",".7","1","26.4","81.3","4.4","8.1","4.4","1.8","574","113","1.9",".3","11.6","626","0","1","-5","200","-5","-5","-5","-5","458455","354.86","-5","-5","37","10","40","61","20","310","257","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","41591","0","0","B,G","0","2085","43.6","84.9","6.8"
"550250017043","Census block group","602","5.7","841","1.1","1.8","7","75.9","2.6","12.5","4.6","4.4","579","88","1.2",".3","43.6","500","0","15","-5","0","-5","-5","-5","-5","937177","482.09","-5","1960","116","44","49","207","46","752","605","-1","-1","-1","-1","-1","-1","-1","0","1","150","121","36843","32","4.6","P,B,G","0","3879","11.3","47.8","7.5"
"550250017044","Census block group","587","31.3","1290",".9","3.7","10.5","64.7","20.2","5.8","3.4","6","543","143","3.9",".6","32.7","698","0","3","-5","0","-5","-5","-5","-5","651796","437.03","-5","1191","294","29","85","348","31","510","243","-1","-1","-1","-1","-1","-1","-1","0","1","150","121","49330","15","4","P,B,G","0","2718","28.8","44.5","7.9"
"550250020001","Census block group","285","21.9","667","7.3","29.3","4.5","30.8","39.7","7.9","5.8","15.8","277","148","30.3","13.1","82.5","279","0","2","-5","58","251367","226.22","231200","215.77","-5","-5","-5","-5","38","10","25","63","22","121","71","-1","-1","95.3","18.1","78","8.2","81.2","-5","5","100","6","-5","-5","-5","P,B","34.4","1250","-5","-5","6.1"
"550250020002","Census block group","816","42.9","1446","4.4","13.6","9.7","82.6","3.7","2","5.6","6.1","791","301","16.9","3.3","199.6","1008","0","13","-5","71","357474","286.96","301071","266.14","-5","-5","-5","1386","42","9","49","53","19","142","94","-1","-1","32.1","1.9","41.9","4.5","40.2","2.8","4","234","53","70030","18.1","3.2","P,B,G","24.3","1323","9.5","43.2","6.7"
"550250020003","Census block group","762","67.3","1631","4.2","15.9","20.8","85","2.1","2.1","5.8","5","734","422","21.9","2.2","125.1","771","0","9","-5","0","581209","355.32","537157","339.99","285373","288.47","-5","1761","12","1","14","3","12","100","66","-1","-1","11.9","0","8.5","2.4","9.7","0","3","260","83","170720","0","0","B,G","16.3","935","0","36.3","6"
"550250020004","Census block group","1079","53.6","2017","5.2","17.2","10.8","82.1","5.6","1.6","4.7","6","1037","456","17.9","4.3","172.3","1248","0","16","-5","155","353813","287.84","295614","270.14","264457","269.34","-5","1248","196","39","93","147","45","569","251","12.7","11.1","46.6","3.6","39.7","8.7","47.6","0","7","432","127","75838","0","6.5","P,B,G","9.6","3032","4.1","17.1","7.1"
"550250021001","Census block group","714","57.7","1336","3.7","13.5","11.6","74.5","5.2","2.8","7.6","9.9","693","297","15.3","3.3","285","899","0","22","-5","151","290095","260.81","266069","247.55","263996","164.79","-5","989","130","29","66","130","56","374","232","19.7","27.3","78.3","4.7","73.3","12.9","71.3","1.9","4","146","63","45917","9","1.2","P,B,G","48.6","1415","5","18.2","7.1"
"550250021002","Census block group","679","39.7","1173","4.2","15","10.8","71.4","8.4","1.8","8.8","9.5","645","234","15.7","4.2","91","809","0","11","-5","97","308261","268.27","283770","264.43","275500","249.32","-5","999","107","30","47","172","45","307","228","-1","-1","54.5","11.4","79.5","18.2","63","0","6","302","44","58542","11.1","7.7","P,B","19.5","2097","9","23.5","7.7"
"550250021003","Census block group","621","62.4","1177","4.6","15.1","11","85","2.5","1.4","6.5","4.5","606","258","19.8","2.3","118.9","630","0","16","-5","0","339835","272.95","315535","260.74","-5","-5","-5","1352","35","4","15","41","34","424","150","-1","-1","17.4","2.5","15.2","0","30.4","0","3","216","44","88173","4.7","0","B","0","2097","7.9","30.8","7.9"
"550250021004","Census block group","545","59.6","1041","5.3","14","13.4","79.1","5.8","1.6","6","7.5","526","204","16","3","269.6","871","0","16","-5","62","332318","263.23","284690","255.79","-5","-5","-5","950","80","14","62","70","56","240","153","-1","-1","34.6","0","41.8","10.3","40","4.9","5","213","85","61500","0","0","B","0","2612","8.6","19.4","7.9"
"550250022001","Census block group","576","45.7","1185","6.2","20.3","15.7","54.7","22.7","5.9","8.4","8.3","562","282","22.2","12.3","129.1","604","0","4","-5","140","322290","210.23","323780","193.93","-5","-5","-5","963","98","19","85","129","42","258","179","6.3","22.2","53.3","2","85.3","5.7","78.5","0","5","284","51","51579","39.8","5.6","P,B,G","2.2","1429","12.8","26.1","7.4"
"550250026024","Census block group","942","3.5","1657","6.7","18.9","7","55","14.2","7.4","8","15.5","867","331","19.2","5.9","205","1015","0","6","-5","0","355218","194.97","328120","192.13","-5","-5","-5","1345","125","63","79","242","5","278","130","7.7","21.9","76.9","17.3","82.7","6.7","65.6","0","3","76","13","57645","12.1","0","B","19.1","262","6.2","14.4","6.9"
"550250026031","Census block group","792","24.5","1793","6","20.1","11.6","52.9","17.4","6.7","7","16","748","389","24.6","7.6","321.6","849","0","31","-5","76","302524","186.67","276163","172.82","208179","169.44","-5","-5","170","39","99","226","30","389","256","6.3","15.6","80.4","12.9","85.1","12.2","74.9","2.4","2","138","60","44087","7.4","1.2","P,B","0","501","44.7","37.5","7"
"550250026032","Census block group","327","34.4","684","5.7","15.5","12.6","50.9","19.2","8.5","5.7","15.8","317","154","15.5","3.5","830.8","991","0","20","-5","28","387448","183.61","344900","229.02","253667","159.44","-5","1152","454","88","733","668","106","1162","515","-1","-1","76.5","6.9","87.9","7.7","81.5","0","5","87","54","-5","0","0","P,B,G","53.7","1625","0","7.8","7.3"
"550250026033","Census block group","1177","57.4","2859","5.8","22.8","8","58.1","11.5","12.6","4.6","13.1","1150","649","27","3","373.7","1185","0","13","-5","0","388973","196.21","372800","195.33","232889","176.46","-5","1342","48","12","49","77","17","162","104","10.5","12.5","63.8","10.3","65.2","6.4","58.3","1","2","36","4","104792","0","0","B","74.5","501","3.6","10.8","8"
"550250027001","Census block group","461","82.5","942","3.4","14.6","18.6","84.9","2.3","1","6.9","4.9","452","239","20.1","2.9","175.6","460","0","2","-5","0","328785","253.9","312538","242.31","-5","-5","-5","1148","45","10","190","106","25","141","107","-1","-1","53.3","0","44.7","0","39","2.1","6","524","74","89773","17.1","3.2","B","29.6","1090","1.9","24.2","6.9"
"550250027002","Census block group","770","62.2","1443","5.3","15.1","18","80.8","5.2","2.4","5.1","6.5","746","341","15","4.7","239.4","1005","0","19","-5","154","348553","266.32","333876","272.71","495506","342.04","-5","1494","62","24","39","69","23","217","128","-1","-1","34.5","2.2","37","4.7","43.6","0","6","335","74","65057","1.8","0","P,B","10.8","1637","18.7","25.5","7"
"550250027003","Census block group","565","79.3","1042","4.7","14.3","18.3","87.2","2.1",".8","3.6","6.2","540","241","16.9","3.9","360.4","565","0","8","-5","1","321962","281.27","301005","280.42","-5","-5","-5","1647","26","11","22","44","27","101","80","11.1","17.3","35.8","4.1","43.6","5.7","26.4","0","6","316","97","80051","0","0","P,B","3.7","1090","6.8","14","6.4"
"550250028001","Census block group","741","80.8","1513","3.7","14.7","19.4","85.3","2.2","1.1","4.2","7.1","714","405","17.8","2","250.2","809","0","15","-5","0","328213","234.85","298357","237.88","-5","-5","-5","1010","51","9","24","62","25","162","117","-1","-1","52.9","1","37.5","9","43","0","7","479","109","83272","3.1","10.4","P,B",".2","1637","2.8","17.6","5.3"
"550250028002","Census block group","317","87.7","682","4.8","12.9","21.3","83.3","2.2","1.9","5.7","6.9","301","174","18.9","1.7","167.4","336","0","7","-5","0","360292","217.17","318043","231.71","-5","-5","-5","-5","9","7","13","13","20","83","50","-1","-1","-1","0","29.4","0","30.6","0","5","118","73","127857","0","0","P,B,G","11.9","1085","0","12","6.2"
"550250029001","Census block group","411","65.2","1001","3.8","21","17.8","64.1","9.3","5.2","7.1","14.4","405","242","24.7","6.4","310.3","420","0","11","-5","8","344246","213.96","330750","221.72","-5","-5","-5","1403","53","15","49","83","23","173","102","-1","-1","56.5","9.9","68.1","10.1","59.1","0","3","18","13","82750","2","3.5","P,B,G","3.6","824","1.5","25.9","6.4"
"madison","City of Madison","128493","44.5","274730","5","16.4","13.1","68.8","7.3","9.4","5.4","9","123052","55260","19","3.8","54227.7","139910","7169","1657","-5","7284","451395","237.35","481261","234.05","304916","237.07","-5","1364","12010","2879","8735","15051","2482","26334","15919","9","17.4","51.6","7.6","49.3","7","50.2","2.7","265","12464","5705","76983","6.6","2.7","P,B,G","27.4","8540","12","29.6","7.1"
"550250107023","Census block group","519","74.5","1235","6.6","15.7","19.4","72.3","5.6","10.5","5","6.6","474","278","25.5","3","154.9","648","0","8","-5","0","391615","211.57","365555","215.16","319728","205.88","-5","-5","18","4","29","5","13","160","60","7.8","11.8","55.6","5.6","46.8","3.2","43.1","0","10","254","232","127656","0","0","P,B,G","22.7","978","0","15.3","6.9"
"550250107025","Census block group","729","94","1972","8.5","27.2","5.9","71.8","3.6","13","6.8","4.9","718","538","40.9","2.6","212.6","730","0","11","-5","0","408584","213.73","397087","215.18","273459","186.18","-5","-5","7","1","8","2","6","49","42","5.7","8.7","29.4",".8","13",".5","11.3","0","7","149","78","141375","0","3.5","P,B,G","94.9","390","2.5","9","7.5"
"550250108011","Census block group","937","63.2","1909","7.5","19.7","8.9","78.3","3.5","7.9","4.1","6.3","923","465","24.9","2.8","242.7","1222","0","10","-5","0","431347","218.57","398933","222.66","298279","208.15","-5","1635","6","2","12","13","4","68","51","9.1","12.5","48.5",".7","30.5","3.7","32.5","0","6","243","227","124770","0","1.8","P,B,G","42.8","590","0","12","7.7"
"550250108013","Census block group","708","42","1435","5.8","19.9","10","72.5","6.3","7.9","5.7","7.6","700","339","21.7","3.3","148.4","716","0","2","-5","68","523429","185.77","474350","199.43","319472","215.27","-5","1420","19","1","26","6","11","87","43","-1","-1","47.1","3.2","40.3","5.3","39.4","4.7","8","361","331","113130","3.8","1.7","P,B,G","25.8","978","8.4","9.9","7.2"
"550250108014","Census block group","451","95.8","1271","8.8","25.9","7.6","78.3","1.4","9.5","5.2","5.6","451","352","42.8","1.8","279.4","455","0","5","-5","0","459247","206.34","440431","194.69","312018","219.24","-5","-5","1","1","3","4","3","30","25","5.8","11.5","33.3","1.3","16","3","9.5","0","2","118","122","183750","0","0","None","94.9","388","0","0","7.4"
"550250109031","Census block group","777","71.9","1662","3.9","16.7","19.5","74.8","2.4","16.1","3.4","3.3","739","465","22.3","1.1","466.8","814","0","3","-5","0","690700","209.3","631721","198.52","557587","293.38","-5","1349","1","0","2","1","16","72","33","9.3","16.7","44","2.8","13.9","1.2","19.4","1.6","2","58","9","137206","0","0","B","60","105","0","14.3","7.7"
"550250109032","Census block group","809","66.4","1882","7","20.9","9.7","79.2",".5","13.4","3.1","3.7","798","506","29.7","1.6","440.5","811","0","4","-5","0","754483","210.51","637868","205.11","452281","311.19","-5","1492","5","3","6","6","5","47","36","6.8","6.8","25","2.4","7.1","1","8.3","7.9","2","58","9","119375",".2","1.9","B","97.5","105","2.1","6.8","7.6"
"550250109033","Census block group","409","39.5","803","8.1","19.5","8.6","74.3","2.6","13.6","5.7","3.7","397","189","20.7",".5","727.4","444","0","2","-5","0","580700","263.09","611096","221.79","-5","-5","-5","1448","4","0","6","6","13","34","11","7.8","9.8","36.4","0","11.6","0","18.2","0","0","0","0","125750","0","0","None","13.5","105","0","3.9","8"
"550250109051","Census block group","753","30.3","1203","3.5","8.2","22.8","73.2","2.3","16.6","2.7","5.2","714","257","9.8","1","351.4","757","0","3","-5","0","463632","213.38","401938","211.12","244310","206.05","-5","1360","26","8","71","39","50","161","67","-1","-1","27.8","9.4","35.8","2.8","41.5","6","2","14","11","96202","0","0","P,B,G","49","476","10.8","14.8","7.3"
"550250114031","Census block group","952","51.5","1912","4.8","14.1","14.4","78.9","6.1","4.9","4.8","5.2","936","477","17.1","2.5","506.8","960","0","7","-5","0","429785","199.9","414842","201.83","315408","205.94","-5","1591","18","6","15","22","6","121","63","2.7","14.7","61.1","0","48","2","43.6",".7","5","99","66","111800","0",".3","B","29.5","907","1.2","8.2","7.9"
"550250114032","Census block group","394","82.2","1013","9.2","24.2","8.8","70.7","10","4.6","7.1","7.6","388","270","34.8","3.9","290.8","619","0","4","-5","225","398961","214.32","353276","218.12","271153","195.41","-5","2145","59","24","55","95","5","151","97","10.1","17.4","72","3","59","7.1","56.4","5","3","83","60","108438","0","0","None","29.9","387","3.7","5.7","7.9"
"550250114051","Census block group","1220","23.9","2217","5.2","13.8","23.1","65.6","3.9","21.4","4.2","5","1152","453","14.2","1.9","1320.8","1889","0","1","-5","0","359284","233.24","356867","216.1","293144","171.29","-5","2019","110","18","46","97","72","512","187","12.6","16.1","-1","-1","-1","-1","-1","4.9","2","190","118","98906","0","2","P,B","100","431","16.2","22.5","7.3"
"550250114052","Census block group","834","39.5","1398","3.9","13","11.9","69.8","8.4","8.4","4.8","8.6","742","245","14.5","4.6","694.8","912","0","10","-5","57","-5","-5","-5","-5","233029","187.39","-5","1486","72","10","39","60","61","292","141","5.7","20.8","-1","0","81.8","25","69.3","0","2","146","102","80078","3","0","P,B","72.3","533","0","1.3","7.7"
"550250114053","Census block group","287","61.7","525","5.6","19.7","4","63.3","7.1","15.1","7.5","7.1","238","130","27.3",".8","1609.9","694","0","9","-5","0","433525","221.77","400143","245.16","455128","258.37","-5","-5","15","1","16","7","13","44","23","6.3","14.3","-1","-1","-1","-1","-1","-5","2","210","214","-5","-5","-5","B","99.9","0","-5","-5","8.1"
"550250114061","Census block group","1094","89.4","2611","5.7","20.8","15.9","72.5","8.8","6.3","5.4","6.9","1046","696","26.6","3.9","527.9","1538","0","12","-5","0","435486","210.9","417472","215.89","308755","218","-5","1215","35","23","59","40","13","212","145","6.7","11.2","46.8","2","30.9","7.9","28","0","8","117","79","132222",".9","3.9","P,B,G","42.5","907","0","17.3","7.4"
"550250114062","Census block group","1109","22.2","2240","6.1","17.5","19.6","71.7","12","5.1","4.9","6.4","1094","427","18.6","6.5","237","1295","0","5","-5","94","408536","215.42","370207","218.42","304681","221.18","-5","1547","70","15","41","44","6","526","118","11","16.4","79.2","3.3","67.5","16.6","74.1","0","5","34","20","93841","3.7","1.9","P,B,G","66.6","907","4.8","6.7","7.3"
"550250114071","Census block group","885","66.5","1571","2.4","11.4","26.1","79","6","2.9","5.9","6.2","845","376","13","1.9","3668.1","856","0","10","-5","65","533108","184.97","459359","198.62","246273","193.84","-5","892","68","27","60","57","23","252","154","-1","-1","44.8","1.3","40.7","4","46.7","0","3","24","13","57473","5.3",".8","P,B,G","26.6","977","2.1","11.3","7.4"
